#name	value
uc009kbo.2	15373
uc009kbp.1	15372
uc009kbq.1	12237
uc009kbs.1	233919
uc012fvc.1	100043682
uc009kce.1	76429
uc009kco.1	109359
uc009kcp.1	109359
uc009kcq.1	109359
uc009kcr.1	109359
uc009kcs.1	109359
uc009kcu.2	360216
uc009kcv.2	360216
uc012fvd.1	360216
uc009kcw.1	360216
uc009kdb.2	214764
uc009kdc.2	214764
uc009kdi.1	66165
uc009kdn.1	66930
uc009kdt.1	330662
uc009kdu.1	330662
uc009kdv.1	330662
uc009kdw.1	330662
uc009kdx.1	330662
uc012fvj.1	100043254
uc009kec.1	270004
uc009kee.1	19267
uc012fvk.1	19267
uc012fvl.1	100316818
uc009kef.1	19267
uc009keg.1	19267
uc009kej.1	19267
uc009kek.1	19267
uc009keq.1	17314
uc009kew.1	30926
uc009kex.1	30926
uc009kfe.1	52432
uc009kff.1	52432
uc012fvp.1	74004
uc012fvq.1	74004
uc012fvr.1	74004
uc009kfj.2	26757
uc012fvs.1	26757
uc009kfk.2	26757
uc009kfm.1	76612
uc009kfn.2	76612
uc009kfp.1	101631
uc009kfo.1	101631
uc009kfr.2	212111
uc009kfq.2	212111
uc009kfs.2	212111
uc009kgb.1	52389
uc009kgc.1	76484
uc009kgd.1	76484
uc009kge.1	76484
uc009kgf.1	22286
uc012fwe.1	69752
uc009kgo.2	69752
uc009kgp.2	69752
uc009kgt.2	22264
uc009kha.1	212503
uc009khb.1	212503
uc009khc.1	212503
uc012fwh.1	212503
uc009khd.2	212508
uc009khg.1	258511
uc009khi.2	244233
uc009khj.2	244233
uc009khk.1	244233
uc009khl.1	244234
uc012fwi.1	244234
uc012fwj.1	244234
uc009khm.1	258958
uc009khn.1	257939
uc009khs.1	258056
uc009kht.1	258956
uc009khv.1	258201
uc009khw.1	18345
uc009khx.1	18362
uc009khy.1	258962
uc009khz.1	258963
uc009kia.1	18344
uc009kib.1	258964
uc009kic.1	13106
uc012fwk.1	13106
uc009kif.1	76974
uc009kig.1	338417
uc009kih.1	69287
uc009kij.1	101489
uc009kim.1	23997
uc009kin.1	23997
uc009kip.1	212965
uc009kiq.1	212965
uc009kir.2	212965
uc009kis.2	212965
uc009kit.1	212965
uc009kiu.1	101613
uc009kiv.2	101613
uc009kiw.1	212974
uc009kix.1	212974
uc012fwm.1	212974
uc009kja.2	68713
uc009kjb.2	68713
uc009kje.1	330671
uc009kjf.1	330671
uc012fwn.1	330671
uc009kjg.1	330671
uc009kjh.2	56460
uc009kji.2	56460
uc009kjj.2	56460
uc009kjp.1	27388
uc009kjq.1	27388
uc009kjx.2	70552
uc012fwq.1	70552
uc009kjy.2	70552
uc009kka.1	66985
uc009kkb.1	101471
uc009kkc.1	101471
uc009kkd.1	101471
uc009kke.1	101471
uc009kkf.1	101471
uc009kkm.1	13491
uc009kkr.2	71448
uc009kkq.2	71448
uc009kks.2	71448
uc009kkt.1	98845
uc009kkv.2	21351
uc012fwx.1	100043585
uc009klf.1	67186
uc012fxd.1	100217419
uc009klh.2	66853
uc009kli.2	66853
uc009klg.2	66853
uc012fxe.1	66853
uc009klj.2	213573
uc012fxg.1	12476
uc012fxh.1	12476
uc009kll.2	12476
uc009kln.1	64540
uc009klo.1	64540
uc009klr.2	11772
uc009kls.2	11772
uc009kma.2	17831
uc009klz.2	17831
uc009kmb.1	17833
uc009kmc.1	74180
uc009kme.1	75770
uc009kmf.1	75770
uc009kmg.1	75770
uc009kmh.1	75770
uc009kmi.1	75770
uc012fxj.1	77215
uc009kms.1	50775
uc009kmw.1	55925
uc009kmx.1	55925
uc009kmy.1	55925
uc009kmz.1	55925
uc009kna.1	21953
uc009knb.2	16985
uc009knc.2	16985
uc009knd.2	16985
uc009kne.1	16985
uc009knf.1	16985
uc009kng.1	16985
uc009knh.1	16985
uc009knk.2	21957
uc012fxm.1	21957
uc009knm.2	21957
uc009knl.2	21957
uc009knn.2	21957
uc009knq.2	21957
uc009knp.2	21957
uc009knj.2	21957
uc009knr.2	21957
uc009kno.2	21957
uc009kns.2	21957
uc009knt.2	21957
uc009knu.2	21957
uc009knw.2	21957
uc009knv.2	21957
uc009knx.2	21957
uc009kny.1	19935
uc009koe.1	111975
uc009kol.1	27027
uc009kom.2	27027
uc009kon.2	27027
uc009koo.2	27027
uc009koq.2	27027
uc009kop.2	27027
uc009kor.2	27027
uc009kou.2	12520
uc009kov.1	56844
uc012fxs.1	56844
uc009kow.1	56844
uc009kox.2	56844
uc009kpb.1	16535
uc012fxu.1	16535
uc012fxv.1	16535
uc012fxw.1	16535
uc009kpg.1	18400
uc009kph.1	18400
uc009kpi.1	18400
uc009kqc.1	13360
uc009kqe.2	210274
uc009kqf.1	210274
uc009kqg.1	210274
uc009kqp.2	14174
uc009kqq.1	14175
uc009kqr.1	14170
uc009kqs.1	72284
uc012fyb.1	72284
uc009kqz.1	211577
uc012fye.1	211577
uc009kra.1	211578
uc009euk.1	245128
uc009eul.2	378425
uc009euo.1	378425
uc009euz.1	245126
uc009eva.1	245126
uc009evb.1	232790
uc009evc.1	232790
uc009evf.1	69714
uc009evg.1	69714
uc009evm.1	69757
uc009evn.1	353499
uc009evo.1	353499
uc009evp.1	353499
uc009evq.1	77582
uc009evr.1	77582
uc009evs.1	77582
uc009evt.1	77582
uc009ewc.2	18733
uc009ewb.2	18733
uc009ewd.2	18733
uc009ewe.2	18733
uc009ewf.2	18733
uc009ewi.1	18725
uc012ewg.1	18725
uc009ewj.1	18725
uc012ewh.1	18725
uc009ewk.2	18722
uc009ewl.2	18725
uc009ewm.2	18722
uc009ewn.2	18722
uc009ewo.1	18724
uc012ewi.1	100038909
uc012ewj.1	18726
uc009ewp.2	18726
uc009ewq.2	18726
uc009ewt.2	52855
uc009ews.2	52855
uc009ewu.2	52855
uc012ewk.1	52855
uc012ewl.1	52855
uc012ewm.1	52855
uc012ewn.1	52855
uc012ewo.1	77323
uc009ewv.1	77323
uc012ewp.1	77323
uc012ewr.1	100037396
uc009exd.1	243813
uc009exe.1	58804
uc009exk.2	243816
uc012ews.1	243816
uc009exl.2	108841
uc009exm.2	108841
uc012ewt.1	320749
uc009exq.1	232807
uc009exr.1	232807
uc009exs.1	232807
uc009ext.1	21955
uc009exu.1	21955
uc012ewu.1	21955
uc009exv.1	21954
uc009exw.1	436022
uc009exy.1	53420
uc012ewv.1	545902
uc009exz.1	545902
uc009eya.1	68255
uc009eyb.1	243819
uc009eyc.1	66245
uc009eyd.1	66245
uc009eyg.2	330460
uc009eyh.2	330460
uc009eyl.1	333182
uc009eym.1	333182
uc012eww.1	333182
uc012ewx.1	243822
uc012ewy.1	243822
uc009eyo.2	16156
uc009eyr.1	664968
uc009eyt.1	77891
uc009eyv.2	232813
uc009eyu.2	232813
uc009eyw.1	67441
uc012exa.1	381836
uc009ezb.1	381835
uc009ezc.1	68490
uc009ezd.1	68490
uc009eze.2	23877
uc012exb.1	23877
uc009ezf.2	23877
uc009ezg.2	23877
uc009ezh.2	23877
uc009ezi.2	23877
uc009ezn.2	654801
uc009faa.2	192658
uc009fab.2	192658
uc009fac.1	19428
uc012exd.1	384522
uc009fad.1	81015
uc009fae.1	232827
uc009fag.1	81014
uc009fah.1	404284
uc009fai.1	665255
uc012exf.1	636697
uc012exg.1	636731
uc009fak.1	81017
uc012exh.1	100039499
uc009fal.1	404285
uc009fam.1	81013
uc009fap.1	67109
uc009faq.1	67109
uc009far.1	67109
uc009fbc.2	213011
uc009fbd.2	213011
uc009fbo.1	18349
uc009fbp.1	258383
uc009fbq.1	258915
uc009fbr.1	269862
uc009fbv.1	22776
uc012exl.1	22776
uc009fbw.1	18616
uc009fbx.1	18616
uc009fcc.1	116811
uc009fcd.1	116811
uc012exo.1	232853
uc012exp.1	76373
uc009fcj.2	76373
uc009fcl.1	232855
uc009fcm.1	76229
uc012exq.1	76229
uc009fcp.1	12727
uc009fcq.1	12727
uc009fcr.1	12727
uc009fcs.1	12727
uc012exr.1	22306
uc012exs.1	100042591
uc012ext.1	22311
uc012exu.1	624512
uc012exv.1	100042636
uc012exw.1	625353
uc012exx.1	100042653
uc012eyk.1	100042894
uc012eyl.1	100042891
uc012eym.1	625580
uc012eyn.1	625605
uc012eyo.1	434117
uc012eyp.1	100042921
uc012eyq.1	384534
uc009fdd.1	171264
uc009fdf.1	22775
uc012eyr.1	628580
uc009fdg.1	252904
uc012eys.1	628596
uc009fdk.1	252910
uc012eyt.1	434555
uc012eyu.1	665780
uc009fdm.1	545913
uc012eyw.1	665848
uc009fdp.1	252905
uc009fdt.1	171239
uc009fdw.1	171244
uc009fdy.1	171243
uc009fdz.1	171267
uc009fea.2	619331
uc012eyz.1	619331
uc009ved.1	637908
uc009vee.1	666085
uc009vef.1	100042499
uc009veg.1	629079
uc009fef.1	232875
uc009feg.2	232875
uc009feh.1	67230
uc012ezb.1	67230
uc009fei.1	67230
uc009fey.2	26459
uc009fez.1	232879
uc009ffa.1	232879
uc009ffc.2	68953
uc009ffd.1	22192
uc012ezf.1	22192
uc009ffe.2	109889
uc009fff.2	109889
uc012ezg.1	109889
uc012ezh.1	109889
uc009ffg.2	109889
uc009ffh.1	252909
uc012ezi.1	100312473
uc009ffi.1	171261
uc009ffk.1	321008
uc009ffl.1	321008
uc012ezk.1	321008
uc009ffm.1	321008
uc009ffn.1	321008
uc009ffo.1	321008
uc009ffx.1	77684
uc012ezo.1	77684
uc009ffz.2	20859
uc012ezr.1	434121
uc012ezs.1	629203
uc009fga.2	629219
uc012ezt.1	629219
uc009fgb.2	76971
uc009fgc.2	76971
uc012ezu.1	76971
uc012ezv.1	638251
uc012ezw.1	627280
uc012ezx.1	627280
uc009fgd.1	627280
uc009fgi.2	246791
uc009fgk.1	252830
uc009fgl.2	12951
uc009fgm.2	12951
uc009fgp.1	20364
uc009fgq.1	68077
uc009fgr.2	68077
uc009fgs.1	68077
uc012faa.1	100217441
uc009fgt.1	259300
uc009fgu.1	243842
uc009fhf.1	71723
uc009fhg.1	71723
uc009fhh.1	71723
uc009fhi.1	71723
uc009fhj.1	71723
uc012fad.1	71723
uc012fae.1	319430
uc009fhk.2	319430
uc009fhl.2	12273
uc012faf.1	12273
uc012fag.1	66300
uc009fhm.2	243846
uc009fhn.1	243846
uc009fhp.1	56459
uc009fhq.1	56459
uc009fhr.1	56459
uc009fhv.2	18142
uc009fhw.1	232906
uc012fai.1	100038912
uc009fhy.2	101434
uc009fic.1	243853
uc009fid.1	243853
uc009fin.1	12315
uc009fiq.2	19060
uc009fir.2	53417
uc009fis.2	53417
uc009fit.2	53417
uc009fji.2	26438
uc009fjj.2	26438
uc009fjk.2	114871
uc009fjl.1	574429
uc009fjm.1	114868
uc009fjn.1	545925
uc009fjo.1	56868
uc009fjp.1	72242
uc012faq.1	434540
uc009fjr.2	26439
uc012fas.1	26439
uc009fjs.1	26437
uc009fjw.1	232933
uc009fjx.1	232933
uc009fkd.1	15377
uc009fke.1	15377
uc009fku.1	67369
uc009fkw.1	381853
uc009fkx.1	381853
uc009fky.1	381853
uc009fle.2	22323
uc009flf.2	22323
uc012fba.1	22323
uc009flg.1	232941
uc009flk.1	14282
uc012fbb.1	14282
uc009fln.2	70333
uc009fls.1	232943
uc009flt.1	232943
uc009flw.1	232944
uc009flx.1	232944
uc009fly.1	232944
uc012fbe.1	232944
uc009fma.1	232946
uc009fmg.1	232947
uc009fmh.1	232947
uc009fmi.1	69731
uc009fml.1	53609
uc009fmm.1	53609
uc009fmn.1	53609
uc012fbf.1	19698
uc012fbg.1	19698
uc009fmo.1	19698
uc009fmp.1	19698
uc009fmq.1	56457
uc009fmr.1	56457
uc012fbh.1	11813
uc009fmt.2	11813
uc009fmu.1	11425
uc009fmv.2	11812
uc009fmw.2	11812
uc009fmy.2	11816
uc009fmx.2	11816
uc012fbi.1	53333
uc009fna.2	53333
uc009fnb.2	53333
uc009fnc.2	53333
uc009fnd.2	19294
uc009fne.2	19294
uc009fnf.1	57278
uc009fng.1	57278
uc009fnh.2	80794
uc012fbj.1	80794
uc009fni.1	80794
uc009fnj.1	12051
uc009fnk.2	12051
uc009fnm.1	330483
uc009fnn.1	319930
uc009fno.2	52118
uc009fnp.2	52118
uc009fnq.1	70080
uc012fbk.1	70080
uc009fnr.1	70080
uc012fbp.1	620401
uc009fnu.1	404290
uc012fbq.1	667464
uc012fbs.1	620574
uc012fbt.1	667094
uc012fbu.1	100042964
uc012fbv.1	100042966
uc012fbw.1	667485
uc012fby.1	100043051
uc012fbz.1	100043058
uc012fca.1	667129
uc012fcc.1	435946
uc012fcd.1	100043061
uc012fcg.1	100042980
uc012fch.1	381936
uc012fck.1	100043016
uc012fcl.1	381936
uc012fco.1	100042996
uc012fcp.1	667273
uc012fcr.1	667262
uc012fcs.1	100043523
uc012fct.1	384696
uc012fcu.1	435953
uc012fcv.1	667240
uc012fcw.1	435951
uc012fcy.1	670764
uc012fda.1	100043013
uc012fdb.1	621561
uc012fdd.1	621510
uc012fdg.1	100043016
uc012fdi.1	100043079
uc012fdj.1	100043025
uc012fdl.1	667599
uc009fnx.2	545929
uc012fdo.1	100043016
uc012fdr.1	620401
uc009fnz.1	404290
uc012fds.1	667464
uc012fdu.1	620574
uc012fdv.1	667094
uc012fdw.1	100042964
uc012fdx.1	100042966
uc012fdy.1	667485
uc012fdz.1	100043051
uc012fea.1	100043058
uc012feb.1	435947
uc012fed.1	667512
uc012fee.1	100042976
uc012feh.1	100042980
uc009fob.1	381936
uc012fej.1	100043067
uc012fek.1	670857
uc012fem.1	100043079
uc012fen.1	100043083
uc012fep.1	667599
uc009foc.2	545929
uc012fes.1	100043016
uc012few.1	622032
uc012ffc.1	622222
uc012ffd.1	546943
uc009fok.1	384572
uc009foz.2	56707
uc009fpb.2	56869
uc012ffi.1	56869
uc009fpf.1	22719
uc009fph.2	22756
uc009fpg.2	22756
uc009fpi.2	69301
uc009fpo.1	210145
uc009fpp.1	210145
uc009fpw.1	641361
uc009fqa.1	101544
uc009fqf.1	56746
uc009fqg.1	56746
uc009fqh.1	56746
uc009fqi.1	56746
uc012ffo.1	56746
uc009fqk.1	210155
uc009fql.1	68891
uc009fqo.1	232973
uc009frc.1	14470
uc009frd.1	14470
uc009fre.1	232975
uc009frf.1	232975
uc009frg.1	232975
uc009frh.2	14809
uc009fri.2	14809
uc009fro.2	18987
uc009frp.2	18987
uc009frq.2	18987
uc009frn.2	18987
uc009frr.2	18987
uc012ffp.1	18987
uc009frm.1	18987
uc009frt.1	67379
uc009fru.1	67379
uc009frv.1	67379
uc009frx.1	606496
uc009frz.2	13875
uc009fsf.1	18476
uc009fsg.1	18476
uc009fsm.1	72383
uc009fsl.1	72383
uc009fsp.1	16890
uc009fsq.1	16890
uc009fsr.1	16890
uc009fss.1	16890
uc009fst.1	232983
uc009fsu.1	26365
uc009fsv.1	26365
uc009fsw.1	26365
uc009fsx.1	26365
uc012ffu.1	26365
uc009fsy.1	26365
uc009fsz.1	26365
uc009fta.1	26365
uc009ftb.1	26365
uc012ffv.1	26367
uc012ffw.1	26367
uc009ftc.2	26367
uc009ftd.2	632778
uc009fth.2	12039
uc009ftk.2	320208
uc009ftm.2	320208
uc009ftn.2	320208
uc009ftr.1	52132
uc009fts.1	52132
uc009ftt.1	52132
uc009ftu.1	232989
uc009ftv.1	232989
uc009ftw.1	232989
uc009ftx.2	26362
uc009fty.2	26362
uc012ffy.1	26362
uc009ftz.2	26362
uc012ffz.1	26362
uc009fua.1	74134
uc009fub.1	74134
uc009fuc.1	74134
uc012fgb.1	330490
uc009fuj.1	330490
uc009fuk.1	330490
uc009fuq.1	171265
uc009fur.1	243881
uc012fgf.1	233005
uc009fva.2	112406
uc009fvb.1	112406
uc009fvc.1	19342
uc009fvd.1	19342
uc009fve.1	19342
uc012fgg.1	100526505
uc009fvf.2	12587
uc009fvg.1	53607
uc009fvh.1	53607
uc009fvi.1	53607
uc009fvk.1	233011
uc009fvl.1	233011
uc009fvs.2	108075
uc009fvt.2	108075
uc009fvu.1	108075
uc009fvv.1	192192
uc009fvw.1	192192
uc009fvx.1	192192
uc009fvy.1	192192
uc009fvz.1	80297
uc012fgh.1	80297
uc009fwa.1	80297
uc009fwb.1	80297
uc009fwc.1	80297
uc009fwm.1	18807
uc009fwn.1	18807
uc012fgl.1	269881
uc009fwv.1	269881
uc009fww.1	269881
uc009fxh.1	73430
uc009fxi.1	73430
uc009fxj.1	73430
uc009fxl.1	338354
uc009fxm.1	338354
uc009fxo.2	23996
uc009fxp.1	23996
uc012fgo.1	23996
uc009fyd.1	280621
uc009fye.1	13389
uc009fyf.1	66525
uc009fyg.1	66525
uc009fyh.1	20924
uc009fyi.1	20924
uc009fyj.1	20924
uc012fgq.1	20924
uc009fyk.1	20924
uc009fym.1	101497
uc009fyn.1	101497
uc009fyo.1	101497
uc009fyp.1	101497
uc009fyq.1	101497
uc009fyr.1	101497
uc009fys.1	22695
uc009fyt.2	67224
uc009fyw.2	233033
uc012fgt.1	233033
uc009fzd.1	330496
uc009fzg.1	233038
uc009fzh.1	70584
uc009fzi.1	101744
uc009fzo.1	24030
uc009fzr.1	18036
uc009fzs.1	18036
uc009gah.1	60595
uc009gai.1	73830
uc009gaj.1	73830
uc009gak.1	73830
uc009gao.1	20190
uc009gap.1	20190
uc012fgz.1	100316710
uc009gar.1	20190
uc009gav.2	73833
uc009gaw.2	73833
uc012fhc.1	73833
uc009gax.1	101809
uc009gay.1	101809
uc009gbb.2	57296
uc009vei.1	57296
uc012fhd.1	320225
uc012fhe.1	320225
uc009gbe.1	320225
uc009gbf.1	52150
uc009gbg.2	52150
uc009gbj.2	72275
uc009gbk.1	20733
uc009gbl.1	20733
uc009gbm.1	20733
uc009gbp.1	74206
uc009gbq.1	74206
uc009gbr.1	74206
uc012fhf.1	74206
uc009gbs.1	74206
uc009gbt.1	74206
uc009gbu.1	74206
uc009gbv.1	74206
uc009gbw.1	74206
uc012fhg.1	76718
uc012fhh.1	76718
uc012fhi.1	76718
uc009gcf.1	233057
uc009gcg.1	233057
uc009gch.1	233057
uc009gcl.1	22689
uc009gcm.1	22689
uc009gcp.1	72723
uc009gcq.1	72723
uc009gcr.1	72723
uc009gcw.1	243906
uc009gcx.1	243906
uc012fhk.1	243906
uc009gcy.1	243906
uc009gcz.2	330502
uc009gda.2	330502
uc009gdb.2	330502
uc009gdc.2	330502
uc009gdd.1	72556
uc009gdn.1	26465
uc009gdq.1	12336
uc009gdr.1	12336
uc009gds.2	66411
uc009gdu.1	233064
uc009gdv.1	233064
uc009gdx.2	233064
uc009gdw.2	233064
uc009gdy.1	233064
uc009ged.1	68332
uc009gee.1	233067
uc009geg.1	23900
uc009geh.1	23900
uc012fhm.1	23900
uc009gek.1	11803
uc012fhn.1	11803
uc009gel.1	243911
uc012fho.1	243911
uc012fhq.1	445267
uc009ggd.2	14447
uc009geq.1	233071
uc009ger.1	233071
uc009ges.1	233071
uc009get.1	333193
uc009geu.1	333193
uc009gex.1	75660
uc009gey.1	75660
uc009gez.1	66340
uc009gfe.1	75410
uc012fht.1	75410
uc009gff.1	75410
uc009gfg.1	75410
uc009gfh.1	58206
uc009gfi.1	58206
uc009gfj.1	109637
uc009gfk.1	109637
uc009gfl.1	110323
uc009gfm.1	14008
uc009gfn.2	68035
uc009gfo.2	71909
uc009gfp.1	68035
uc009gfq.1	68035
uc009gfs.2	71909
uc009gft.2	71909
uc009gfv.2	74927
uc009gfu.2	74927
uc009gga.1	69804
uc009ggb.1	69804
uc009gge.2	14447
uc009vej.1	14447
uc012fhv.1	233079
uc012fhw.1	233079
uc012fhx.1	233079
uc009ggo.2	233079
uc009ggn.1	233079
uc009ggp.1	233080
uc009ggq.1	233081
uc009ggr.2	12483
uc009ggw.2	12483
uc009ggs.2	12483
uc009ggu.2	12483
uc009ggv.2	12483
uc012fhy.1	12483
uc009ggx.2	12483
uc009ggy.2	12483
uc009ggz.1	17136
uc009gha.1	17136
uc009ghb.1	17136
uc009ghc.1	17136
uc009ghd.2	66438
uc009ghf.1	84506
uc009ghg.2	22282
uc009ghh.2	22282
uc012fhz.1	22282
uc009ghj.2	54135
uc009ghk.2	54135
uc009ghl.2	54135
uc009ghp.2	18301
uc009ghq.2	18301
uc009gho.2	18301
uc009ghr.1	57780
uc009ghs.1	57780
uc009ght.2	56188
uc009ghu.2	56188
uc009ghv.2	56188
uc009ghw.2	56188
uc009ghx.2	56188
uc009ghy.2	56188
uc009gia.2	17178
uc012fia.1	17178
uc009gid.2	15451
uc009gic.2	15451
uc009gie.1	20266
uc009gif.1	52857
uc009gig.1	52857
uc009gii.2	57426
uc012fid.1	545947
uc009gik.1	494519
uc009gim.1	233090
uc009gio.2	110187
uc009gip.2	233099
uc009gis.1	101543
uc009git.1	50995
uc009giu.1	50995
uc009giv.1	50995
uc009giw.1	68079
uc009gix.2	14751
uc012fie.1	14751
uc009giz.1	233103
uc009gja.1	233103
uc009gjb.1	233103
uc009gjc.1	67070
uc009gjd.1	67070
uc009gje.1	67070
uc009gjf.1	233107
uc009gjg.1	233107
uc009gjh.2	68947
uc009gji.1	68947
uc009gjk.1	12611
uc009gjo.1	435965
uc009gjp.1	435965
uc009gjq.1	67471
uc012fig.1	67471
uc009gjr.1	67471
uc009gjt.1	101831
uc012fij.1	71981
uc012fik.1	71981
uc009gka.1	110959
uc009gkb.1	243923
uc009gkf.1	56330
uc009gkg.2	233115
uc009gkh.2	668501
uc009gki.1	668501
uc009gkk.1	243937
uc009gkl.1	243937
uc012fip.1	243937
uc009gkm.1	243937
uc009gko.1	243937
uc012fiq.1	19777
uc009gkp.2	19777
uc009gkq.2	19777
uc009gkr.1	12447
uc009gku.2	72287
uc009gkv.1	66161
uc009gkx.1	434171
uc009gky.1	100038914
uc009gkz.1	330513
uc009gln.2	233168
uc009glm.2	233168
uc009gll.2	233168
uc009vek.1	269902
uc009glq.1	101835
uc009glr.1	101835
uc012fit.1	628422
uc012fiu.1	628444
uc012fiy.1	628490
uc009gma.1	71162
uc009gmc.1	208111
uc009gmd.1	208111
uc009gme.1	434179
uc012fiz.1	546964
uc012fja.1	435975
uc009gmj.1	69930
uc009gmk.1	69930
uc009gmv.2	210094
uc009gmw.1	74054
uc012fjf.1	74054
uc012fjg.1	12489
uc009gmz.2	12489
uc009gmy.2	12489
uc009gna.1	12489
uc009gng.1	83382
uc009gop.1	70004
uc009gor.1	70004
uc009goq.1	70004
uc012fjn.1	546967
uc009gpa.2	20256
uc009gpb.2	20256
uc009gpf.2	69349
uc012fjp.1	69683
uc009gpq.2	69683
uc009gpv.2	233199
uc009gpw.1	272382
uc009gpx.2	18971
uc012fjq.1	18971
uc012fjr.1	22260
uc009gpz.1	22260
uc009gqa.1	22260
uc009gqb.1	22260
uc009gqc.1	22260
uc009gqd.1	22260
uc012fjs.1	71960
uc009gqi.1	71960
uc012fjt.1	71960
uc009gqj.1	71960
uc009gqm.1	243963
uc009gqn.1	243963
uc009gqo.1	243963
uc009gqp.1	243963
uc009gqq.1	243963
uc009gqu.2	107503
uc012fju.1	107503
uc009grc.1	233204
uc012fjv.1	233204
uc009grj.1	84113
uc009grk.1	84113
uc009grl.1	84113
uc009grm.1	75613
uc009grn.1	75613
uc009grp.1	75613
uc009grq.1	75613
uc009grr.1	75613
uc009grs.1	75613
uc009grv.1	11771
uc009grw.1	11771
uc009grx.1	11771
uc009gsa.1	78070
uc009gsb.1	78070
uc009gsc.1	78070
uc009gsd.1	78070
uc012fjy.1	15469
uc009gsf.1	15469
uc009gsg.1	15469
uc009gsh.1	15469
uc009gsi.1	15469
uc009gsk.2	75736
uc012fjz.1	75736
uc009gsl.1	75736
uc009gso.1	233208
uc009gsp.1	233208
uc009gsq.1	233208
uc009gsr.1	233208
uc009gst.1	233210
uc009gsu.1	233210
uc009gsv.1	65116
uc009gsw.1	65116
uc009gta.2	52377
uc009gtb.2	52377
uc009gtf.2	14132
uc009gte.2	14132
uc009gtg.2	14132
uc009gth.2	27207
uc009gti.1	27212
uc009gtj.1	22121
uc009gtk.1	22121
uc009gtl.1	27211
uc012fkc.1	27210
uc009gtm.1	27208
uc009gtn.2	14256
uc009gto.2	14256
uc009gtp.1	14256
uc009gtq.1	14256
uc009gtr.1	69748
uc009gts.1	69748
uc009gtt.1	69748
uc009gtu.1	69748
uc012fkd.1	210541
uc009gub.1	384619
uc009guc.2	50722
uc009guh.1	12493
uc009gui.1	12493
uc009guj.1	12493
uc009guk.1	12493
uc012fke.1	68667
uc009gun.2	68667
uc009gup.2	68667
uc012fkf.1	68667
uc009guq.1	68667
uc012fkg.1	76787
uc012fkh.1	76787
uc009gus.2	76787
uc012fki.1	76787
uc009guu.2	76787
uc009guv.1	22342
uc009guw.1	20637
uc009gux.1	20637
uc009guy.1	20637
uc009gvc.1	20174
uc009gvd.1	20174
uc009gvf.1	14325
uc009gvg.1	14325
uc009gvh.1	12028
uc009gvi.1	12028
uc009gvj.1	71755
uc009gvn.2	18220
uc009gvm.2	18220
uc009gvo.2	18220
uc009gvt.2	17872
uc009gvu.2	17872
uc009gwe.1	56636
uc009gwn.1	14344
uc012fkn.1	56546
uc009gwo.1	56546
uc009gwt.2	56632
uc009gwu.2	56632
uc009gwv.2	56632
uc009gwz.2	69363
uc009gxa.1	54200
uc009gxb.2	54200
uc009gxf.2	19158
uc009gxg.1	19158
uc009gxh.1	19158
uc009gxi.1	211480
uc012fkr.1	101612
uc009gxj.2	101612
uc009gxk.2	101612
uc009gxm.1	14814
uc009gxp.1	58867
uc009gxv.2	13732
uc009gxw.2	13732
uc009gya.1	27421
uc009gyc.1	16514
uc009gyd.1	20927
uc009gye.1	20927
uc009gyf.1	20927
uc012fkt.1	72088
uc009gyg.2	72088
uc009gyh.2	72088
uc012fku.1	72088
uc009gyp.2	27414
uc009gyq.2	21990
uc009gyr.2	21990
uc009gys.2	21990
uc009gyu.2	78935
uc009gyt.2	78935
uc009gyv.2	78935
uc009gyw.1	20210
uc009gyx.1	20210
uc009gyy.1	20211
uc009gyz.1	20208
uc009gza.1	20208
uc012fkw.1	246694
uc009gzg.2	246694
uc009gzh.2	246694
uc009gze.2	246694
uc009gzf.2	246694
uc012fkx.1	246694
uc012fky.1	246694
uc009gzi.1	246694
uc009gzq.1	22088
uc009gzr.1	54122
uc012fkz.1	54122
uc009gzs.1	54122
uc009gzu.1	97402
uc009gzt.1	97402
uc009gzx.2	101685
uc009gzz.2	19259
uc009haa.2	19259
uc009hab.2	19259
uc009hac.1	19259
uc009hae.1	381886
uc012fla.1	668725
uc009haf.1	233221
uc009hag.2	668727
uc009hah.2	235712
uc009haj.2	233222
uc009hak.1	235854
uc009hal.1	404242
uc009ham.1	404239
uc009han.1	233230
uc009hap.1	233231
uc009har.2	243978
uc009has.1	243978
uc009hat.2	243979
uc009hau.1	404238
uc009hax.2	13009
uc009hay.2	13009
uc009haz.2	108961
uc009hba.2	108961
uc009hbn.1	13172
uc012flg.1	100040608
uc009hcl.2	75744
uc009hcm.2	75744
uc009hcn.2	75744
uc009hco.2	75529
uc009hdp.1	93790
uc009hdq.1	93790
uc009hdr.1	93790
uc009hdu.1	233280
uc009hdz.1	14407
uc012fll.1	14407
uc009hea.1	14407
uc009heb.1	110886
uc009hec.1	110886
uc009hel.2	613263
uc012fln.1	330544
uc009hem.1	16353
uc012flo.1	64243
uc012flp.1	64243
uc012flq.1	64243
uc012flr.1	64243
uc012fls.1	64243
uc012flt.1	64243
uc012flu.1	64243
uc012flv.1	64243
uc012flw.1	64243
uc012flx.1	64243
uc009heo.1	52480
uc009hep.2	52480
uc012fly.1	100217429
uc009heq.1	84704
uc009her.1	20646
uc009hes.1	20646
uc009het.1	20646
uc012fma.1	100526544
uc012fmb.1	100526531
uc009hfa.2	319893
uc012fmc.1	100526543
uc012fmd.1	100526541
